,name,start_pos,end_pos,tag,score
127,Israel,4405,4411,GPE,1
128,four,4421,4425,CARDINAL,1
129,2,4535,4536,CARDINAL,1
130,7,4538,4539,CARDINAL,1
131,earth,4596,4601,LOC,1
132,2,4729,4730,CARDINAL,1
133,8,4732,4733,CARDINAL,1
134,2,4862,4863,CARDINAL,1
135,9,4865,4866,CARDINAL,1
136,Amorrhite,4887,4896,ORG,1
137,2,5052,5053,CARDINAL,1
138,10,5055,5057,CARDINAL,1
139,Egypt,5106,5111,GPE,1
140,forty years,5127,5138,DATE,1
141,Amorrhite,5202,5211,ORG,1
142,2,5214,5215,CARDINAL,1
143,11,5217,5219,CARDINAL,1
144,Nazarites,5290,5299,ORG,1
145,Israel,5332,5338,GPE,1
146,2,5357,5358,CARDINAL,1
147,12,5360,5362,CARDINAL,1
148,Nazarites,5397,5406,ORG,1
149,2,5457,5458,CARDINAL,1
150,13,5460,5462,CARDINAL,1
151,St. Jerome,5643,5653,GPE,1
152,2,5784,5785,CARDINAL,1
153,14,5787,5789,CARDINAL,1
154,2,5920,5921,CARDINAL,1
155,15,5923,5925,CARDINAL,1
156,holdeth,5939,5946,PERSON,1
157,2,6065,6066,CARDINAL,1
158,16,6068,6070,CARDINAL,1
159,that day,6138,6146,DATE,1
160,Amos Chapter 3,6165,6179,PERSON,1
161,Israel,6212,6218,GPE,1
162,3,6236,6237,CARDINAL,1
163,1,6239,6240,CARDINAL,1
164,Israel,6315,6321,GPE,1
165,Egypt,6388,6393,GPE,1
166,3,6404,6405,CARDINAL,1
167,2,6407,6408,CARDINAL,1
168,earth,6459,6464,LOC,1
169,3,6552,6553,CARDINAL,1
170,3,6555,6556,CARDINAL,1
171,two,6564,6567,CARDINAL,1
172,3,6606,6607,CARDINAL,1
173,4,6609,6610,CARDINAL,1
174,3,6734,6735,CARDINAL,1
175,5,6737,6738,CARDINAL,1
176,earth,6783,6788,LOC,1
177,earth,6850,6855,LOC,1
178,3,6889,6890,CARDINAL,1
179,6,6892,6893,CARDINAL,1
180,3,7184,7185,CARDINAL,1
181,7,7187,7188,CARDINAL,1
182,3,7280,7281,CARDINAL,1
183,8,7283,7284,CARDINAL,1
184,3,7377,7378,CARDINAL,1
185,9,7380,7381,CARDINAL,1
186,Azotus,7411,7417,ORG,1
187,Egypt,7452,7457,GPE,1
188,Samaria,7510,7517,GPE,1
189,3,7630,7631,CARDINAL,1
190,10,7633,7635,CARDINAL,1
191,3,7753,7754,CARDINAL,1
192,11,7756,7758,CARDINAL,1
193,3,7941,7942,CARDINAL,1
194,12,7944,7946,CARDINAL,1
195,two,8022,8025,CARDINAL,1
196,Israel,8080,8086,GPE,1
197,Samaria,8114,8121,GPE,1
198,Damascus,8164,8172,GPE,1
199,3,8175,8176,CARDINAL,1
200,13,8178,8180,CARDINAL,1
201,Jacob,8219,8224,PERSON,1
202,3,8260,8261,CARDINAL,1
203,14,8263,8265,CARDINAL,1
204,the day,8275,8282,DATE,1
205,Israel,8333,8339,GPE,1
206,Bethel,8387,8393,GPE,1
207,3,8472,8473,CARDINAL,1
208,15,8475,8477,CARDINAL,1
209,winter,8501,8507,DATE,1
210,Amos Chapter 4,8628,8642,PERSON,1
211,Israelites,8648,8658,NORP,1
212,4,8752,8753,CARDINAL,1
213,1,8755,8756,CARDINAL,1
214,ye fat kine,8774,8785,PERSON,1
215,Samaria,8815,8822,GPE,1
216,4,8995,8996,CARDINAL,1
217,2,8998,8999,CARDINAL,1
218,lo,9047,9049,PERSON,1
219,4,9166,9167,CARDINAL,1
220,3,9169,9170,CARDINAL,1
221,Armon,9270,9275,PERSON,1
222,Armon,9294,9299,PERSON,1
223,Armenia,9344,9351,GPE,1
224,4,9354,9355,CARDINAL,1
225,4,9357,9358,CARDINAL,1
226,Bethel,9371,9377,GPE,1
227,Galgal,9399,9405,ORG,1
228,morning,9453,9460,TIME,1
229,three days,9490,9500,DATE,1
230,4,9503,9504,CARDINAL,1
231,5,9506,9507,CARDINAL,1
232,Israel,9631,9637,GPE,1
233,4,9660,9661,CARDINAL,1
234,6,9663,9664,CARDINAL,1
235,4,9823,9824,CARDINAL,1
236,7,9826,9827,CARDINAL,1
237,three months,9891,9903,DATE,1
238,one,10003,10006,CARDINAL,1
239,4,10079,10080,CARDINAL,1
240,8,10082,10083,CARDINAL,1
241,two,10089,10092,CARDINAL,1
242,three,10097,10102,CARDINAL,1
243,one,10118,10121,CARDINAL,1
244,4,10209,10210,CARDINAL,1
245,9,10212,10213,CARDINAL,1
246,vineyards,10323,10332,LOC,1
247,4,10414,10415,CARDINAL,1
248,10,10417,10419,CARDINAL,1
249,Egypt,10457,10462,GPE,1
250,4,10651,10652,CARDINAL,1
251,11,10654,10656,CARDINAL,1
252,Sodom,10700,10705,GPE,1
253,Gomorrha,10710,10718,ORG,1
254,4,10821,10822,CARDINAL,1
255,12,10824,10826,CARDINAL,1
