,name,start_pos,end_pos,tag,score
284,the South American Andes,39506,39530,LOC,1
285,first,39710,39715,ORDINAL,1
286,South America,39719,39732,LOC,1
287,American,39781,39789,NORP,1
288,ursus ornatus,39896,39909,PERSON,1
289,Andes,39951,39956,LOC,1
290,Mississippi,40002,40013,LOC,1
291,American,40056,40064,NORP,1
292,ursus americanus,40078,40094,ORG,1
293,Hudson,40121,40127,ORG,1
294,the great gulf,40174,40188,LOC,1
295,ursus maritimus,40256,40271,PERSON,1
296,English,40380,40387,NORP,1
297,John Richardson,40402,40417,PERSON,1
298,European,40450,40458,NORP,1
299,the Rocky Mountains,40559,40578,LOC,1
300,ursus ferox,40655,40666,PERSON,1
301,Oregon,40677,40683,GPE,1
302,British Columbia,40688,40704,GPE,1
303,ursus cinnamonus,40759,40775,PERSON,1
304,American,40811,40819,NORP,1
305,America,40862,40869,GPE,1
306,Asia,40874,40878,LOC,1
307,Kamschatka,40923,40933,GPE,1
308,Siberian,40966,40974,NORP,1
309,ursus collaris,41001,41015,PERSON,1
310,two,41029,41032,CARDINAL,1
311,one,41062,41065,CARDINAL,1
312,ursus sibiricus,41098,41113,PERSON,1
313,Lapland,41132,41139,GPE,1
314,Siberia,41144,41151,LOC,1
315,Kamschatka,41192,41202,PERSON,1
316,Borneo,41284,41290,GPE,1
317,Bornean,41380,41387,PERSON,1
318,ursus euryspilus,41397,41413,PERSON,1
319,Bruang,41422,41428,ORG,1
320,Malays,41455,41461,NORP,1
321,Bruang,41487,41493,ORG,1
322,Malayan,41510,41517,NORP,1
323,ursus malagenus,41531,41546,PERSON,1
324,Sumatra,41577,41584,GPE,1
325,Java,41588,41592,LOC,1
326,the days,41725,41733,DATE,1
327,Linnaeus,41750,41758,PERSON,1
328,the Bay of Bengal,41826,41843,LOC,1
329,Himalayas,41859,41868,LOC,1
330,First,41870,41875,ORDINAL,1
331,French,42021,42027,NORP,1
332,India,42124,42129,GPE,1
333,Himalayas,42151,42160,LOC,1
334,European,42397,42405,NORP,1
335,Isabella,42513,42521,PERSON,1
336,ursus isabelinus,42531,42547,PERSON,1
337,Anglo,42592,42597,NORP,1
338,"No, Ivan",42751,42759,WORK_OF_ART,1
339,one,42762,42765,CARDINAL,1
340,Syrian,42823,42829,NORP,1
341,ursus syriacus,42834,42848,PERSON,1
342,first,42907,42912,ORDINAL,1
343,` tare forty and two ’,42990,43012,WORK_OF_ART,1
344,the prophet Elisha,43031,43049,PERSON,1
345,Syria,43074,43079,GPE,1
346,the ursus syriacus,43102,43120,PRODUCT,1
347,Elisha,43184,43190,PERSON,1
348,Mount Lebanon,43344,43357,GPE,1
349,one,43393,43396,CARDINAL,1
350,shall!”said Ivan,43544,43560,PERSON,1
351,Elisha,43649,43655,PERSON,1
352,Ivan,43884,43888,PERSON,1
353,one,44075,44078,CARDINAL,1
354,One,44158,44161,CARDINAL,1
355,be?”asked Ivan.,44204,44219,PERSON,1
356,Send Corporal Pouchskin,44271,44294,WORK_OF_ART,1
357,about fifty,44351,44362,CARDINAL,1
358,the Imperial Guard,44541,44559,ORG,1
359,one,44562,44565,CARDINAL,1
360,Pouchskin,44852,44861,ORG,1
361,an hour,45171,45178,TIME,1
362,Round the world,45235,45250,WORK_OF_ART,1
363,Half an hour,45255,45267,TIME,1
364,half an hour,45331,45343,TIME,1
365,Grodonoff,45437,45446,PERSON,1
366,Lapland,45697,45704,GPE,1
367,Saint Petersburg,45757,45773,GPE,1
368,Tornea,45784,45790,PERSON,1
369,the Great Bothnian Gulf,45807,45830,EVENT,1
370,Tornea,45878,45884,PERSON,1
371,Lapland,46595,46602,GPE,1
372,half,46614,46618,CARDINAL,1
373,two,46958,46961,CARDINAL,1
374,Pouchskin,47106,47115,ORG,1
375,the Imperial Guard,47220,47238,ORG,1
376,night,47439,47444,TIME,1
377,three,47521,47526,CARDINAL,1
378,Alexis,47642,47648,PERSON,1
379,Jager rifle,47664,47675,PERSON,1
380,Ivan,47677,47681,PERSON,1
381,a good ounce avoirdupois,47824,47848,QUANTITY,1
382,one,47884,47887,CARDINAL,1
383,Lapland,47968,47975,GPE,1
384,Laplanders,48047,48057,ORG,1
385,Laplander,48333,48342,ORG,1
386,Lap,48920,48923,PERSON,1
387,Lapland,49379,49386,GPE,1
388,Laplanders,49656,49666,ORG,1
389,Alexis,49879,49885,PERSON,1
390,Lapland,50417,50424,GPE,1
391,winter,50458,50464,DATE,1
392,this season,50518,50529,DATE,1
393,winter,50779,50785,DATE,1
394,one,51162,51165,CARDINAL,1
395,Lapland,51521,51528,GPE,1
396,Lap,51800,51803,PERSON,1
397,Russians,52032,52040,NORP,1
398,all winter,52443,52453,DATE,1
399,this season,52491,52502,DATE,1
400,the spring,52566,52576,DATE,1
401,A few days,52725,52735,DATE,1
402,a mile,52870,52876,QUANTITY,1
403,Pouchskin,53058,53067,PERSON,1
404,early in the morning,53230,53250,TIME,1
405,Laplander,53290,53299,ORG,1
406,nearly a mile,53370,53383,QUANTITY,1
407,two,53446,53449,CARDINAL,1
408,more than ten or a dozen yards,53490,53520,CARDINAL,1
409,several feet,53583,53595,QUANTITY,1
410,the preceding night,53704,53723,TIME,1
411,a few inches,53774,53786,QUANTITY,1
412,Scandinavian,53892,53904,NORP,1
413,one,54063,54066,CARDINAL,1
414,winter,54337,54343,DATE,1
415,evergreen pines,54396,54411,PERSON,1
416,four,54810,54814,CARDINAL,1
417,two,54833,54836,CARDINAL,1
418,one foot,54865,54873,QUANTITY,1
419,three,54901,54906,CARDINAL,1
420,one foot,54947,54955,QUANTITY,1
421,only one,54974,54982,CARDINAL,1
422,Pouchskin,55780,55789,ORG,1
423,Alexis,55994,56000,PERSON,1
424,Ivan,56005,56009,PERSON,1
425,Pouchskin,56070,56079,PERSON,1
426,Pouchskin,56411,56420,PERSON,1
427,about two feet,56515,56529,QUANTITY,1
428,Pouchskin,56755,56764,PERSON,1
429,Ivan first,57251,57261,PERSON,1
430,Alexis,57272,57278,PERSON,1
431,Pouchskin,57375,57384,ORG,1
432,jack,57504,57508,PERSON,1
433,Pouchskin,58181,58190,ORG,1
434,Pouchskin,58293,58302,ORG,1
435,jack,58454,58458,PERSON,1
436,three feet,58606,58616,QUANTITY,1
437,all three,58887,58896,CARDINAL,1
438,one,59495,59498,CARDINAL,1
439,Alexis,59554,59560,PERSON,1
440,One,59563,59566,CARDINAL,1
441,impedimenta,59574,59585,ORG,1
442,Alexis,60149,60155,PERSON,1
443,Alexis,60393,60399,PERSON,1
444,two,60498,60501,CARDINAL,1
445,Ivan,60535,60539,PERSON,1
446,Ivan,60709,60713,PERSON,1
447,Alexis,61260,61266,PERSON,1
448,Ivan,61964,61968,PERSON,1
449,Alexis,62160,62166,PERSON,1
450,Russia,62342,62348,GPE,1
451,three,62596,62601,CARDINAL,1
452,"now,”said Ivan",62708,62722,PERSON,1
453,Laplander,62890,62899,ORG,1
454,day,63230,63233,DATE,1
455,two,63237,63240,CARDINAL,1
456,over twelve inches,63734,63752,QUANTITY,1
457,Ivan.,63891,63896,PERSON,1
458,"so,”replied",63909,63920,ORG,1
459,Ivan,64175,64179,PERSON,1
460,ursidae,64379,64386,ORG,1
461,the plantigrade feet,64588,64608,QUANTITY,1
462,European,64860,64868,NORP,1
463,American,64881,64889,NORP,1
464,gulo,64902,64906,PERSON,1
465,Asia,64949,64953,LOC,1
466,meles,64956,64961,PERSON,1
467,procyon,64979,64986,ORG,1
468,mellivora,65007,65016,PERSON,1
469,benturong,65047,65056,PERSON,1
470,ictides,65059,65066,PERSON,1
471,nasua,65082,65087,GPE,1
472,paradoxurus,65108,65119,GPE,1
473,Java,65161,65165,LOC,1
474,mydaus,65168,65174,ORG,1
475,Linnaeus,65185,65193,PERSON,1
476,his day,65303,65310,DATE,1
477,French,65320,65326,NORP,1
478,Cuvier,65338,65344,PERSON,1
479,two,65462,65465,CARDINAL,1
480,Alexis,65586,65592,PERSON,1
481,Bruin,65795,65800,ORG,1
482,Javanese,65854,65862,NORP,1
483,Alexis,66380,66386,PERSON,1
484,ten,66464,66467,CARDINAL,1
485,one,66985,66988,CARDINAL,1
486,Norway,67222,67228,GPE,1
487,Lapland,67233,67240,GPE,1
488,two,67252,67255,CARDINAL,1
489,Alexis;“it,67522,67532,PERSON,1
490,Swedish,67559,67566,NORP,1
491,two,67594,67597,CARDINAL,1
492,Northern Europe,67661,67676,LOC,1
493,One,67746,67749,CARDINAL,1
494,two,68204,68207,CARDINAL,1
495,between two,68258,68269,CARDINAL,1
496,European,69198,69206,NORP,1
497,American,69289,69297,NORP,1
498,Asiatic,69302,69309,NORP,1
499,Ivan,69595,69599,PERSON,1
500,Pouchy,69716,69722,PERSON,1
501,Ivan,69739,69743,PERSON,1
502,Some day,69814,69822,DATE,1
503,Pouchy,70055,70061,PERSON,1
504,brother!”he,70074,70085,ORG,1
505,us,70116,70118,GPE,1
506,Scandinavian,70140,70152,NORP,1
507,"No,”said Alexis;“nor of another",70211,70242,WORK_OF_ART,1
508,"Just so,”rejoined Alexis",70463,70487,PERSON,1
509,one,70586,70589,CARDINAL,1
510,the age of cubhood,70739,70757,DATE,1
511,three,71112,71117,CARDINAL,1
512,three,71143,71148,CARDINAL,1
513,Alexis;“but,71592,71603,ORG,1
514,Ivan,71847,71851,PERSON,1
515,three,72136,72141,CARDINAL,1
516,half-a-dozen,72391,72403,TIME,1
517,Ivan,72424,72428,PERSON,1
518,two,72633,72636,CARDINAL,1
519,three,72640,72645,CARDINAL,1
520,Bruin,72881,72886,ORG,1
521,several months every winter,73026,73053,DATE,1
522,winter quarters,74028,74043,DATE,1
523,morrow,74639,74645,DATE,1
524,several months,74673,74687,DATE,1
525,Buffon,74830,74836,PERSON,1
526,Kamschatka,75110,75120,ORG,1
527,Indians,75142,75149,NORP,1
528,Esquimaux,75155,75164,PERSON,1
529,Hudson,75172,75178,LOC,1
530,Norwegian,75205,75214,NORP,1
531,Lap,75219,75222,NORP,1
532,Europe,75234,75240,LOC,1
533,Europe,75456,75462,LOC,1
534,first,75472,75477,ORDINAL,1
535,Scandinavia,75512,75523,LOC,1
536,first,75609,75614,ORDINAL,1
537,Amazon,75741,75747,ORG,1
538,South America,75757,75770,LOC,1
539,daily,75913,75918,DATE,1
540,several pounds,75933,75947,QUANTITY,1
541,two months,76077,76087,DATE,1
542,Buffon,76119,76125,PERSON,1
543,the snowy season,77421,77437,DATE,1
544,Bornean,77720,77727,NORP,1
545,Malayan,77729,77736,NORP,1
546,American,77757,77765,NORP,1
547,the Southern States,77769,77788,GPE,1
548,year,77905,77909,DATE,1
549,year,77929,77933,DATE,1
550,Arctic,77997,78003,LOC,1
551,all the year,78037,78049,DATE,1
552,winter,78112,78118,DATE,1
553,Bruin,78472,78477,ORG,1
554,two months,78674,78684,DATE,1
555,ursus arctos,79031,79043,PERSON,1
556,Scandinavian,80018,80030,NORP,1
